Meet,VPF ID,Full Name,Gender,Weight Class,Age Class,platform,session,flight,bodyWeight,Squat 1,Squat 2,Squat 3,Bench 1,Bench 2,Bench 3,Deadlift 1,Deadlift 2,Deadlift 3,Team,Team Points,Competition Year,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000777,Hà Phi Long,Male,59,Open,1,4,K,"58,06","-150,00","-150,00","-150,00","-100,00","-100,00","0,00","-165,00","0,00","0,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000433,Đặng Ngọc Huy,Male,59,Junior,1,4,K,"57,18","135,00","140,00","150,00","-75,00","80,00","-85,00","175,00","-180,00","180,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000782,Vũ Tuấn Hiệp,Male,59,Junior,1,4,K,"54,28","125,00","132,50","140,00","87,50","95,00","97,50","160,00","170,00","-175,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000703,Nguyễn Thanh Tân,Male,59,Sub-Junior,1,4,K,"56,4","100,00","120,00","125,00","50,00","60,00","65,00","125,00","145,00","160,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000712,Nguyễn Hoàng Minh Trí,Male,59,Sub-Junior,1,4,K,"56,56","100,00","110,00","-120,00","-65,00","-65,00","-65,00","120,00","130,00","140,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000719,Đỗ Văn Hiếu,Male,66,Open,1,3,F,"65,34","170,00","180,00","-185,00","100,00","107,50","110,00","200,00","210,00","215,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000702,Nguyễn Hữu Duy,Male,66,Open,1,3,F,"64,98","170,00","-180,00","180,00","95,00","-102,50","-102,50","-175,00","180,00","187,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000680,Lê Hồng Hảo,Male,66,Open,1,3,F,64,"140,00","150,00","160,00","80,00","82,50","90,00","190,00","210,00","-215,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000790,Lê Văn Duẩn,Male,66,Open,1,3,F,"65,5","142,50","150,00","155,00","112,50","-117,50","-117,50","172,50","182,50","-192,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000677,Ngô Văn Vũ Hoàng Anh,Male,66,Open,1,3,F,"65,2","140,00","150,00","-155,00","85,00","-90,00","90,00","175,00","185,00","195,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000764,Nguyễn Bảo Tân,Male,66,Open,1,3,F,"64,28","137,50","145,00","150,00","80,00","-85,00","-85,00","180,00","192,50","200,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000690,Huỳnh Đình Viên,Male,66,Open,1,3,F,"63,16","135,00","137,50","-155,00","70,00","-80,00","-82,50","167,50","-177,50","-182,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000720,Đỗ Trọng An,Male,66,Open,1,3,F,"65,52","-107,50","-107,50","107,50","-57,50","60,00","65,00","137,50","145,00","155,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000687,Đặng Giang Nam,Male,66,Junior,1,3,G,"64,26","155,00","157,50","165,00","100,00","105,00","107,50","175,00","185,00","197,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000743,Nguyễn Quang Minh,Male,66,Junior,1,3,G,"65,12","132,50","-145,00","145,00","102,50","110,00","-115,00","165,00","175,00","187,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000303,Phạm Đăng Lâm,Male,66,Junior,1,3,G,"64,66","132,50","140,00","142,50","102,50","105,00","107,50","170,00","180,00","190,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000393,Trần Trung Anh,Male,66,Junior,1,3,G,"65,94","142,50","150,00","-157,50","80,00","85,00","-87,50","180,00","190,00","-207,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000681,Nguyễn Tuấn Anh,Male,66,Junior,1,3,G,"64,82","130,00","132,50","135,00","70,00","90,00","100,00","-150,00","170,00","175,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000778,Nguyễn Trọng Đức,Male,66,Junior,1,3,G,"64,26","140,00","150,00","152,50","85,00","-90,00","-90,00","160,00","170,00","-300,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000735,Nguyễn Đức Vũ,Male,66,Junior,1,3,G,"64,92","127,50","135,00","142,50","77,50","85,00","92,50","135,00","150,00","-160,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000740,Lê Trí Thành,Male,66,Junior,1,3,G,64,"110,00","117,50","120,00","95,00","0,00","100,00","-145,00","145,00","155,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000683,Hồng Minh,Male,66,Sub-Junior,1,3,F,"63,08","135,00","-140,00","-140,00","65,00","-72,50","72,50","160,00","170,00","-180,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000715,Chẩu Ngọc Dũng,Male,66,Sub-Junior,1,3,F,"63,54","105,00","115,00","122,50","-75,00","77,50","82,50","-145,00","145,00","157,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000696,Khương Minh Quân,Male,66,Sub-Junior,1,3,F,"62,32","120,00","-130,00","-130,00","80,00","-85,00","-85,00","127,50","137,50","-150,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000775,Nguyễn Ngọc Huy,Male,66,Sub-Junior,1,3,F,"65,3","120,00","132,50","-137,50","-95,00","95,00","-102,50","0,00","0,00","0,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000156,Trần Xuân Quý,Male,74,Open,1,2,D,"73,83","190,00","205,00","220,00","115,00","125,00","-135,00","205,00","-207,50","230,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000770,Ngô Duy Phương,Male,74,Open,1,2,E,"72,72","-175,00","175,00","185,00","115,00","125,00","130,00","220,00","235,00","240,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000519,Huỳnh Tài,Male,74,Open,1,2,E,"72,68","167,50","180,00","-192,50","105,00","112,50","117,50","205,00","-215,00","-215,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000734,Nguyễn Minh Chiến,Male,74,Open,1,2,D,"71,7","-155,00","160,00","-177,50","100,00","-102,50","-102,50","200,00","212,50","225,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000766,Kaoru Ikeda,Male,74,Open,1,2,E,"73,26","-145,00","-152,50","152,50","-90,00","92,50","100,00","180,00","-190,00","200,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000765,Dương Khánh Hưng,Male,74,Open,1,2,D,"73,48","157,50","167,50","-177,50","95,00","-102,50","-102,50","175,00","-190,00","190,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000750,Nguyễn Hưng Thịnh,Male,74,Open,1,2,E,"73,98","145,00","155,00","-162,50","100,00","110,00","115,00","175,00","182,50","-190,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000783,Phan Phú Đức,Male,74,Open,1,2,D,"72,24","130,00","145,00","-155,00","95,00","102,50","-107,50","170,00","185,00","195,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000744,Lê Hữu Tân,Male,74,Open,1,2,E,"71,48","130,00","137,50","140,00","-110,00","112,50","115,00","145,00","155,00","172,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000713,Nguyễn Đình Thi,Male,74,Open,1,2,D,"72,36","105,00","115,00","120,00","70,00","75,00","80,00","160,00","180,00","200,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000685,Phạm Quốc Khánh,Male,74,Open,1,2,D,"72,4","100,00","125,00","132,50","90,00","95,00","-100,00","150,00","162,50","-175,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000772,Nguyễn Trần Hữu Thịnh,Male,74,Open,1,2,D,"72,94","95,00","-107,50","-120,00","70,00","82,50","-87,50","-145,00","145,00","162,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000758,Vũ Văn Thức,Male,74,Open,1,2,D,"72,98","-150,00","-160,00","-160,00","65,00","72,50","-80,00","-160,00","-167,50","-170,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000699,Nguyễn Mạnh,Male,74,Junior,1,1,A,"72,54","167,50","177,50","185,00","97,50","102,50","105,00","200,00","212,50","225,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000457,Nông Tiến Đạt,Male,74,Junior,1,1,A,"72,7","157,50","165,00","167,50","100,00","-105,00","-107,50","210,00","217,50","-225,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000700,Nguyễn Đình Dũng,Male,74,Junior,1,1,A,"71,56","150,00","165,00","175,00","105,00","115,00","120,00","170,00","185,00","-195,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000710,Giang Quốc Việt,Male,74,Junior,1,1,A,"72,66","157,50","162,50","165,00","97,50","105,00","-110,00","180,00","190,00","-212,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000732,Nguyễn Hồng Phong,Male,74,Junior,1,1,A,"72,46","160,00","170,00","180,00","70,00","75,00","82,50","160,00","175,00","185,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000460,Trần Quang Minh,Male,74,Junior,1,1,A,"73,28","-150,00","150,00","170,00","95,00","102,50","105,00","150,00","170,00","-190,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000728,Trần Vũ Hiếu,Male,74,Junior,1,1,A,"73,08","-140,00","145,00","-150,00","85,00","-95,00","100,00","170,00","185,00","195,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000701,Lê Vũ Minh Khang,Male,74,Junior,1,1,A,"73,26","155,00","157,50","160,00","87,50","92,50","-95,00","170,00","180,00","-195,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000686,Nguyễn Huy Hoàng,Male,74,Junior,1,1,A,"72,94","142,50","150,00","155,00","97,50","-105,00","105,00","150,00","160,00","-170,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000753,Vương Quốc Trung,Male,74,Junior,1,1,A,"73,56","127,50","137,50","145,00","85,00","92,50","97,50","150,00","162,50","172,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000706,Đào Trọng Khôi,Male,74,Junior,1,1,A,"72,54","130,00","140,00","-150,00","75,00","80,00","-85,00","115,00","125,00","-140,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000678,Trần Nguyễn Hoàng Anh,Male,74,Sub-Junior,1,1,B,"71,18","132,50","140,00","145,00","95,00","105,00","110,00","160,00","170,00","180,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000781,Phạm Bá Đức,Male,74,Sub-Junior,1,1,B,69,"115,00","127,50","135,00","-92,50","95,00","-102,50","155,00","-162,50","0,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000785,Phạm Đức Trường Phúc,Male,74,Sub-Junior,1,1,B,"69,16","80,00","90,00","100,00","40,00","45,00","52,50","90,00","100,00","110,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000006,Lương Hoàng An,Male,83,Open,1,5,L,"79,08","215,00","225,00","-232,50","142,50","150,00","155,00","235,00","250,00","260,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000755,Nguyễn Tiến Đạt,Male,83,Open,1,5,M,"82,06","180,00","190,00","200,00","-135,00","142,50","-150,00","230,00","245,00","-255,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000748,Bùi Tấn Duy,Male,83,Open,1,5,M,"80,7","175,00","187,50","195,00","110,00","117,50","122,50","217,50","230,00","235,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000516,Nguyễn Văn Huy,Male,83,Open,1,5,M,"80,8","195,00","212,50","220,00","117,50","125,00","-127,50","207,50","-215,00","-215,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000752,Nguyễn Tiến Lâm,Male,83,Open,1,5,M,"82,3","185,00","-195,00","-195,00","120,00","125,00","-130,00","217,50","-230,00","-240,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000385,Phạm Văn Long,Male,83,Open,1,5,M,"81,04","165,00","180,00","-187,50","100,00","110,00","115,00","200,00","-210,00","-210,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000759,Phạm Văn Sơn,Male,83,Open,1,5,M,"82,06","180,00","-195,00","-195,00","115,00","-122,50","-125,00","170,00","180,00","200,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000784,Đào Tuấn Nghĩa,Male,83,Open,1,5,M,"75,36","152,50","165,00","175,00","90,00","97,50","-105,00","-205,00","220,00","-227,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000694,Đào Thanh Tùng,Male,83,Open,1,5,M,"77,82","152,50","162,50","172,50","102,50","112,50","120,00","165,00","175,00","185,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000736,Lê Thanh Phong,Male,83,Open,1,5,M,"78,5","140,00","147,50","155,00","95,00","102,50","107,50","180,00","192,50","205,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000741,Hà Văn Khánh,Male,83,Open,1,5,L,"79,74","120,00","135,00","-150,00","80,00","90,00","100,00","170,00","182,50","200,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000104,Nguyễn Hữu Trí,Male,83,Open,1,5,M,"80,54","140,00","150,00","157,50","70,00","-80,00","85,00","180,00","192,50","-202,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000761,Tô Minh Hiếu,Male,83,Junior,1,5,L,"81,56","190,00","200,00","-205,00","117,50","125,00","127,50","217,50","230,00","242,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000443,Nguyễn Văn Long,Male,83,Junior,1,5,L,"81,3","170,00","180,00","-190,00","110,00","115,00","120,00","200,00","-210,00","-210,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000481,Chu Hoàng Minh,Male,83,Junior,1,5,L,"82,88","165,00","170,00","-175,00","122,50","127,50","132,50","190,00","-197,50","197,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000716,Vũ Minh Anh,Male,83,Junior,1,5,L,"80,88","160,00","172,50","177,50","90,00","97,50","-100,00","177,50","-190,00","205,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000756,Nguyễn Tấn Dũng,Male,83,Junior,1,5,L,"80,86","160,00","-170,00","170,00","100,00","107,50","-112,50","180,00","190,00","-200,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000717,Nguyễn Đức Mạnh,Male,83,Junior,1,5,L,"77,44","125,00","135,00","142,50","75,00","82,50","-87,50","175,00","187,50","200,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000430,Nguyễn Xuân Tú,Male,83,Junior,1,5,L,"81,38","130,00","140,00","150,00","-72,50","75,00","-82,50","170,00","180,00","-190,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000723,Nguyễn Trương Bá Đạt,Male,83,Junior,1,5,L,"75,94","130,00","140,00","147,50","90,00","-97,50","-97,50","140,00","152,50","162,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000786,Nguyễn Minh Hoàng,Male,83,Sub-Junior,1,3,G,"81,32","-140,00","150,00","155,00","-110,00","115,00","-120,00","180,00","190,00","-205,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000676,Nguyễn Tấn Thịnh,Male,83,Sub-Junior,1,3,G,"81,3","160,00","170,00","175,00","80,00","-87,50","0,00","160,00","175,00","190,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000768,Hoàng Minh Nghĩa,Male,83,Sub-Junior,1,3,G,"81,46","100,00","-130,00","130,00","-80,00","100,00","-110,00","180,00","200,00","207,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000767,Nguyễn Sương Anh,Male,83,Sub-Junior,1,3,G,"78,42","-145,00","145,00","155,00","75,00","80,00","-82,50","165,00","180,00","-185,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000779,Nguyễn Bá Duy Quân,Male,83,Sub-Junior,1,3,G,"81,06","-120,00","-120,00","120,00","65,00","90,00","105,00","130,00","-145,00","160,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000789,Dương Đỗ Chí Kiên,Male,83,Sub-Junior,1,3,G,"82,46","120,00","-122,50","122,50","70,00","-75,00","75,00","160,00","180,00","-200,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000313,Tạ Ngọc Thanh Duy,Male,93,Open,1,1,B,"91,9","192,50","200,00","0,00","-120,00","120,00","130,00","225,00","232,50","240,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000722,Dương Quang Tiến,Male,93,Open,1,1,B,"89,96","180,00","187,50","190,00","120,00","127,50","135,00","190,00","205,00","220,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000760,Nguyễn Thế Tùng,Male,93,Open,1,1,B,91,"90,00","115,00","130,00","50,00","62,50","-72,50","100,00","130,00","150,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000742,Đỗ Tiến Đạt,Male,93,Junior,1,1,B,"91,34","200,00","212,50","222,50","100,00","110,00","120,00","220,00","232,50","245,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000682,Nguyễn Thành Đạt,Male,93,Junior,1,1,B,"87,96","175,00","195,00","210,00","85,00","95,00","100,00","190,00","205,00","220,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000423,Nguyễn Minh Hiếu,Male,93,Junior,1,1,B,"83,62","155,00","167,50","177,50","100,00","107,50","112,50","175,00","190,00","202,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000693,Phạm Tuấn Minh,Male,93,Junior,1,1,B,"90,14","160,00","167,50","175,00","100,00","107,50","-112,50","195,00","210,00","-215,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000776,Hoàng Minh Phúc,Male,93,Junior,1,1,B,"92,22","-135,00","135,00","-145,00","80,00","85,00","-90,00","130,00","132,50","150,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000763,Nguyễn Ngọc Phi Hùng,Male,93,Sub-Junior,1,1,B,"89,78","100,00","110,00","120,00","40,00","50,00","52,50","110,00","120,00","130,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000749,Đoàn Văn Thanh,Male,93,Master I,1,1,B,"89,2","135,00","142,50","150,00","145,00","155,00","160,00","190,00","200,00","212,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000128,Đồng Thanh Bách,Male,105,Open,1,2,E,"104,02","-175,00","190,00","-200,00","115,00","125,00","-135,00","180,00","197,50","210,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000771,Dương Ngọc Bảo Khang,Male,105,Junior,1,2,E,"102,68","180,00","195,00","205,00","110,00","117,50","122,50","210,00","220,00","235,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000714,Trần Đức Duy,Male,105,Junior,1,2,E,"96,64","190,00","210,00","217,50","85,00","95,00","-100,00","185,00","195,00","207,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000746,Đoàn Nguyễn Đức Anh,Male,105,Junior,1,2,E,"104,74","150,00","162,50","172,50","92,50","100,00","105,00","187,50","202,50","-207,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000707,Phạm Thị Hải Yến,Female,47,Open,1,2,C,"44,9","87,50","92,50","97,50","37,50","-42,50","-42,50","107,50","112,50","117,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000465,Phan Ngọc Thảo Dung,Female,47,Open,1,2,C,"45,88","77,50","82,50","85,00","32,50","35,00","-37,50","117,50","-125,00","-135,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000704,Võ Thảo Duyên,Female,47,Open,1,2,C,"45,62","57,50","-70,00","-77,50","27,50","32,50","35,00","67,50","75,00","82,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000406,Vũ Thị Liễu,Female,47,Open,1,2,C,"44,92","72,50","80,00","-85,00","27,50","-32,50","0,00","0,00","0,00","0,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000721,Nguyễn Thị Tuyết Trinh,Female,47,Junior,1,2,C,"46,2","80,00","82,50","85,00","37,50","-40,00","0,00","85,00","90,00","95,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000739,Nguyễn Thu Phương,Female,52,Open,1,2,C,"51,56","100,00","107,50","112,50","30,00","35,00","40,00","125,00","135,00","147,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000525,Huỳnh Ngọc Kiều Khanh,Female,52,Open,1,2,C,"50,58","75,00","82,50","-85,00","37,50","42,50","-47,50","107,50","115,00","120,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000729,Nguyễn Thị Ly,Female,52,Open,1,2,C,"51,24","75,00","80,00","-85,00","32,50","37,50","40,00","105,00","112,50","117,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000780,Nguyễn Thị Hồng Ngọc,Female,52,Open,1,2,C,"51,12","75,00","-80,00","80,00","-37,50","37,50","40,00","95,00","100,00","105,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000689,Nguyễn Thị Ngọc Ánh,Female,52,Open,1,2,C,"50,76","70,00","75,00","-77,50","0,00","0,00","0,00","0,00","0,00","0,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000688,Đinh Thu Trang,Female,52,Junior,1,2,C,"50,54","85,00","95,00","-100,00","40,00","45,00","-47,50","105,00","112,50","120,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000594,Vũ Thị Phương,Female,52,Junior,1,2,C,"50,1","80,00","85,00","-87,50","37,50","-42,50","42,50","95,00","105,00","110,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000762,Phạm Thị Huyền Trang,Female,57,Open,1,4,H,"56,28","90,00","95,00","100,00","30,00","35,00","40,00","100,00","107,50","112,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000747,Trần Thị Mai Hương,Female,57,Open,1,4,H,"52,68","-75,00","82,50","-90,00","30,00","35,00","-37,50","110,00","122,50","-135,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000697,Trần Thị Tuyết,Female,57,Open,1,4,H,"55,4","80,00","-87,50","-95,00","35,00","40,00","-45,00","80,00","90,00","97,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000788,Nguyễn Hà Linh,Female,57,Open,1,4,H,"57,22","80,00","85,00","92,50","-47,50","47,50","-50,00","90,00","100,00","110,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000705,Đào Thị Lê,Female,57,Junior,1,4,H,"55,1","105,00","112,50","-117,50","42,50","-45,00","45,00","117,50","125,00","-132,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000692,Phạm Mai Lan,Female,57,Junior,1,4,H,"54,68","87,50","92,50","97,50","47,50","52,50","-55,00","120,00","127,50","-132,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000773,Đoàn Thu Phương,Female,57,Junior,1,4,H,"55,82","85,00","-92,50","92,50","42,50","47,50","-55,00","90,00","97,50","105,00",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000684,Nguyễn Ngọc Huyền,Female,57,Sub-Junior,1,4,H,"55,78","70,00","77,50","80,00","30,00","37,50","-42,50","92,50","95,00","97,50",,,2024,,,,,,,,,,,,,,,,,
VPF Pinkman Invitational 2024: Winter is coming,VPF000745,Phạm Mai Uyên,Female,57,Sub-Junior,1,4,H,"56,4","50,00","67,50","75,00","37,50","45,00","-47,50","77,50","82,50","95,00",,,2024,,,,,,,,,,,,,,,,,
